Subject,Investment_Amount,Multiplier,Prop_Returned,Returned,Second_Order_Expectation,Fairness,Soc1,Soc2,Trial
130,1,4,0,0,1,0.0,1.0,0.0,1_4__2
130,1,2,0,0,1,1.0,0.0,0.0,1_2
130,10,4,0.5,20,20,20.0,20.0,20.0,10_4__3
130,5,4,0.3,6,8,8.0,7.0,7.0,5_4__7
130,6,4,0.416666667,10,10,10.0,10.0,10.0,6_4__3
130,10,6,0.3,18,20,30.0,30.0,20.0,10_6__2
130,4,6,0.208333333,5,5,9.0,8.0,5.0,4_6__3
130,4,2,0.5,4,5,2.0,1.0,1.0,4_2
130,2,4,0,0,2,1.0,1.0,1.0,2_4__4
130,9,2,0.388888889,7,18,8.0,8.0,8.0,9_2
130,4,2,0.25,2,5,2.0,1.0,1.0,4_2__2
130,5,6,0.3,9,8,13.0,12.0,8.0,5_6__4
130,10,4,0.5,20,20,20.0,20.0,20.0,10_4__4
130,8,4,0.40625,13,15,15.0,15.0,15.0,8_4__3
130,8,2,0.5,8,15,7.0,7.0,6.0,8_2
130,6,2,0.166666667,2,10,4.0,4.0,4.0,6_2__3
130,10,6,0.3,18,20,30.0,30.0,20.0,10_6__3
130,6,4,0.416666667,10,10,10.0,10.0,10.0,6_4__4
130,9,6,0.407407407,22,18,26.0,25.0,18.0,9_6
130,7,4,0.392857143,11,13,12.0,12.0,12.0,7_4__2
130,5,2,0.2,2,8,3.0,2.0,2.0,5_2__4
130,5,4,0.3,6,8,8.0,7.0,7.0,5_4__8
130,6,6,0.305555556,11,10,16.0,16.0,10.0,6_6__2
131,9,4,0.305555556,11,18,18.0,18.0,15.0,9_4
131,9,2,0.5,9,18,9.0,9.0,5.0,9_2
131,4,6,0.291666667,7,8,12.0,12.0,8.0,4_6
131,8,4,0.40625,13,16,16.0,16.0,14.0,8_4
131,9,6,0.296296296,16,18,27.0,27.0,18.0,9_6
131,4,6,0.291666667,7,8,12.0,12.0,8.0,4_6__2
131,10,4,0.4,16,20,20.0,20.0,16.0,10_4
131,5,2,0.5,5,10,3.0,3.0,2.0,5_2
131,2,2,0.5,2,4,0.0,0.0,0.0,2_2
131,6,4,0.416666667,10,12,12.0,12.0,10.0,6_4
131,2,4,0.375,3,4,4.0,4.0,4.0,2_4
131,5,4,0.4,8,10,10.0,10.0,8.0,5_4
131,6,4,0.291666667,7,12,12.0,12.0,10.0,6_4__2
131,9,4,0.388888889,14,18,18.0,18.0,15.0,9_4__2
131,5,2,0.5,5,10,3.0,3.0,2.0,5_2__2
131,5,4,0.4,8,10,10.0,10.0,8.0,5_4__2
131,5,2,0.5,5,10,3.0,3.0,2.0,5_2__3
131,3,4,0.333333333,4,6,6.0,6.0,5.0,3_4
131,6,2,0.5,6,12,4.0,4.0,2.0,6_2
131,6,6,0.305555556,11,12,18.0,18.0,12.0,6_6
131,8,2,0.5,8,16,7.0,7.0,4.0,8_2
131,2,4,0.375,3,4,4.0,4.0,4.0,2_4__2
131,8,4,0.40625,13,16,16.0,16.0,14.0,8_4__2
131,5,4,0.4,8,10,10.0,10.0,8.0,5_4__3
131,2,4,0.375,3,4,4.0,4.0,4.0,2_4__3
131,7,4,0.392857143,11,14,14.0,14.0,12.0,7_4
131,2,2,0.5,2,4,0.0,0.0,0.0,2_2__2
131,5,6,0.3,9,10,15.0,15.0,10.0,5_6
131,4,4,0.375,6,8,8.0,8.0,7.0,4_4
131,3,4,0.416666667,5,6,6.0,6.0,5.0,3_4__2
131,4,4,0.5,8,8,8.0,8.0,7.0,4_4__2
131,10,2,0.5,10,20,10.0,10.0,7.0,10_2
131,10,6,0.3,18,20,30.0,30.0,20.0,10_6
131,1,4,0.25,1,2,2.0,2.0,2.0,1_4
131,6,6,0.305555556,11,12,18.0,18.0,12.0,6_6__2
131,7,6,0.30952381,13,14,21.0,21.0,14.0,7_6
131,6,2,0.5,6,12,4.0,4.0,2.0,6_2__2
131,1,2,0.5,1,2,0.0,0.0,0.0,1_2
131,8,4,0.40625,13,16,16.0,16.0,14.0,8_4__3
131,4,4,0.375,6,8,8.0,8.0,7.0,4_4__3
131,5,6,0.3,9,10,15.0,15.0,10.0,5_6__2
131,8,6,0.291666667,14,16,24.0,24.0,16.0,8_6
131,7,2,0.5,7,14,6.0,6.0,3.0,7_2
131,3,6,0.277777778,5,6,9.0,9.0,6.0,3_6
131,4,2,0.5,4,8,1.0,1.0,0.0,4_2
131,10,4,0.4,16,20,20.0,20.0,16.0,10_4__2
131,3,4,0.333333333,4,6,6.0,6.0,5.0,3_4__3
131,5,4,0.3,6,10,10.0,10.0,8.0,5_4__4
131,10,6,0.3,18,20,30.0,30.0,20.0,10_6__2
131,3,4,0.416666667,5,6,6.0,6.0,5.0,3_4__4
131,10,4,0.4,16,20,20.0,20.0,16.0,10_4__3
131,5,2,0.5,5,10,3.0,3.0,2.0,5_2__4
131,4,4,0.375,6,8,8.0,8.0,7.0,4_4__4
131,2,6,0.333333333,4,4,6.0,6.0,4.0,2_6
131,3,2,0.5,3,6,0.0,0.0,0.0,3_2
131,6,4,0.416666667,10,12,12.0,12.0,10.0,6_4__3
131,1,6,0.333333333,2,2,3.0,3.0,2.0,1_6
131,10,2,0.5,10,20,10.0,10.0,7.0,10_2__2
131,9,4,0.388888889,14,18,18.0,18.0,15.0,9_4__3
131,5,6,0.3,9,10,15.0,15.0,10.0,5_6__3
131,5,4,0.4,8,10,10.0,10.0,8.0,5_4__5
131,2,4,0.375,3,4,4.0,4.0,4.0,2_4__4
131,6,2,0.5,6,12,4.0,4.0,2.0,6_2__3
131,3,2,0.666666667,4,6,0.0,0.0,0.0,3_2__2
131,5,4,0.3,6,10,10.0,10.0,8.0,5_4__6
131,10,4,0.5,20,20,20.0,20.0,16.0,10_4__4
131,5,4,0.4,8,10,10.0,10.0,8.0,5_4__7
131,4,6,0.291666667,7,8,12.0,12.0,8.0,4_6__3
131,1,4,0.25,1,2,2.0,2.0,2.0,1_4__2
131,4,2,0.375,3,8,1.0,1.0,0.0,4_2__2
131,3,6,0.388888889,7,6,9.0,9.0,6.0,3_6__2
131,5,6,0.4,12,10,15.0,15.0,10.0,5_6__4
131,5,4,0.3,6,10,10.0,10.0,8.0,5_4__8
131,6,4,0.416666667,10,12,12.0,12.0,10.0,6_4__4
131,7,4,0.392857143,11,14,14.0,14.0,12.0,7_4__2
131,10,6,0.3,18,20,30.0,30.0,20.0,10_6__3
132,10,6,0.5,30,30,30.0,30.0,25.0,10_6
132,7,4,0.607142857,17,14,13.0,12.0,8.0,7_4
132,2,2,0,0,2,0.0,0.0,0.0,2_2
132,4,4,0.625,10,8,5.0,5.0,3.0,4_4
132,8,6,0.604166667,29,24,23.0,23.0,18.0,8_6
132,3,6,0.611111111,11,9,6.0,5.0,3.0,3_6
132,8,4,0.5,16,16,15.0,15.0,10.0,8_4
132,4,6,0.583333333,14,12,9.0,9.0,6.0,4_6
132,6,4,0.583333333,14,12,10.0,10.0,5.0,6_4
132,5,4,0.6,12,10,8.0,7.0,3.0,5_4
132,2,4,0,0,4,0.0,0.0,0.0,2_4
132,9,6,0.5,27,27,27.0,26.0,20.0,9_6
132,7,2,0.571428571,8,7,6.0,5.0,4.0,7_2
132,6,2,0.666666667,8,6,4.0,4.0,2.0,6_2
132,5,4,0.6,12,10,8.0,7.0,3.0,5_4__2
132,9,4,0.5,18,18,18.0,17.0,12.0,9_4
132,6,6,0.611111111,22,18,16.0,16.0,12.0,6_6
132,7,6,0.5,21,21,20.0,19.0,15.0,7_6
132,5,2,0.7,7,5,3.0,2.0,1.0,5_2
132,3,2,1,6,3,0.0,0.0,0.0,3_2
132,4,4,0.6875,11,8,5.0,5.0,3.0,4_4__2
132,3,4,0.833333333,10,6,3.0,3.0,2.0,3_4
132,3,2,0,0,3,0.0,0.0,0.0,3_2__2
132,7,4,0.5,14,14,13.0,12.0,8.0,7_4__2
132,9,2,0.5,9,9,9.0,8.0,5.0,9_2
132,6,4,0.416666667,10,12,10.0,10.0,5.0,6_4__2
132,2,4,0,0,4,0.0,0.0,0.0,2_4__2
132,10,6,0.5,30,30,30.0,30.0,25.0,10_6__2
132,2,4,0,0,4,0.0,0.0,0.0,2_4__3
132,1,4,0,0,2,0.0,0.0,0.0,1_4
132,6,2,0.166666667,2,6,4.0,4.0,2.0,6_2__2
132,5,4,0.4,8,10,8.0,7.0,3.0,5_4__3
132,5,4,0.3,6,10,8.0,7.0,3.0,5_4__4
132,10,4,0.5,20,20,20.0,20.0,15.0,10_4
132,1,4,0,0,2,0.0,0.0,0.0,1_4__2
132,4,6,0.416666667,10,12,9.0,9.0,6.0,4_6__2
132,10,4,0.5,20,20,20.0,20.0,15.0,10_4__2
132,5,6,0.4,12,15,13.0,12.0,10.0,5_6
132,10,4,0.5,20,20,20.0,20.0,15.0,10_4__3
132,2,4,0,0,4,0.0,0.0,0.0,2_4__4
132,4,2,0.125,1,4,1.0,1.0,0.0,4_2
132,8,4,0.5,16,16,15.0,15.0,10.0,8_4__2
132,3,4,0.166666667,2,6,3.0,3.0,2.0,3_4__2
132,5,6,0.4,12,15,13.0,12.0,10.0,5_6__2
132,10,2,0.5,10,10,10.0,10.0,5.0,10_2
132,9,4,0.5,18,18,18.0,17.0,12.0,9_4__2
132,5,4,0.4,8,10,8.0,7.0,3.0,5_4__5
132,5,2,0.2,2,5,3.0,2.0,1.0,5_2__2
132,6,6,0.5,18,18,16.0,16.0,12.0,6_6__2
132,6,4,0.416666667,10,12,10.0,10.0,5.0,6_4__3
132,3,6,0.277777778,5,9,6.0,5.0,3.0,3_6__2
132,5,6,0.4,12,15,13.0,12.0,10.0,5_6__3
132,5,2,0.2,2,5,3.0,2.0,1.0,5_2__3
132,6,2,0.333333333,4,6,4.0,4.0,2.0,6_2__3
132,3,4,0.166666667,2,6,3.0,3.0,2.0,3_4__3
132,10,6,0.5,30,30,30.0,30.0,25.0,10_6__3
132,4,4,0.3125,5,8,5.0,5.0,3.0,4_4__3
132,6,4,0.416666667,10,12,10.0,10.0,5.0,6_4__4
132,4,4,0.3125,5,8,5.0,5.0,3.0,4_4__4
132,3,4,0.166666667,2,6,3.0,3.0,2.0,3_4__4
132,1,2,0,0,1,0.0,0.0,0.0,1_2
132,4,2,0.125,1,4,1.0,1.0,0.0,4_2__2
132,5,6,0.4,12,15,13.0,12.0,10.0,5_6__4
132,5,2,0.2,2,5,3.0,2.0,1.0,5_2__4
132,5,4,0.4,8,10,8.0,7.0,3.0,5_4__6
132,5,4,0.4,8,10,8.0,7.0,3.0,5_4__7
132,1,6,0,0,3,0.0,0.0,0.0,1_6
132,10,4,0.5,20,20,20.0,20.0,15.0,10_4__4
132,10,2,0.5,10,10,10.0,10.0,5.0,10_2__2
132,4,6,0.416666667,10,12,9.0,9.0,6.0,4_6__3
132,2,2,0,0,2,0.0,0.0,0.0,2_2__2
132,8,2,0.375,6,8,7.0,7.0,4.0,8_2
132,2,6,0.166666667,2,6,2.0,2.0,1.0,2_6
132,9,4,0.5,18,18,18.0,17.0,12.0,9_4__3
132,8,4,0.5,16,16,15.0,15.0,10.0,8_4__3
132,5,4,0.4,8,10,8.0,7.0,3.0,5_4__8
133,3,4,0.416666667,5,2,2.0,3.0,1.0,3_4
133,5,4,0.4,8,7,7.0,7.0,7.0,5_4
133,1,6,0,0,0,0.0,0.0,0.0,1_6
133,10,4,0.5,20,20,20.0,20.0,20.0,10_4
133,7,2,0.428571429,6,11,11.0,4.0,4.0,7_2
133,3,6,0.277777778,5,2,5.0,5.0,3.0,3_6
133,6,4,0.416666667,10,9,9.0,9.0,9.0,6_4
133,3,4,0.166666667,2,2,2.0,3.0,1.0,3_4__2
133,6,4,0.416666667,10,9,9.0,9.0,9.0,6_4__2
133,8,2,0.375,6,15,15.0,6.0,6.0,8_2
133,2,6,0.083333333,1,0,1.0,1.0,0.0,2_6
133,4,4,0.3125,5,5,5.0,5.0,5.0,4_4
133,4,6,0.291666667,7,5,9.0,9.0,9.0,4_6
133,1,4,0,0,0,0.0,0.0,0.0,1_4
133,9,2,0.5,9,18,18.0,8.0,8.0,9_2
133,9,6,0.407407407,22,18,26.0,26.0,26.0,9_6
133,3,2,0,0,2,2.0,0.0,0.0,3_2
133,8,4,0.40625,13,15,15.0,15.0,15.0,8_4
133,9,4,0.388888889,14,18,17.0,17.0,17.0,9_4
133,1,4,0,0,0,0.0,0.0,0.0,1_4__2
133,5,4,0.3,6,7,7.0,7.0,7.0,5_4__2
133,10,6,0.4,24,20,30.0,30.0,25.0,10_6
133,2,2,0,0,0,0.0,0.0,0.0,2_2
133,5,6,0.4,12,7,12.0,12.0,12.0,5_6
133,4,4,0.3125,5,5,5.0,5.0,5.0,4_4__2
133,5,4,0.4,8,7,7.0,7.0,7.0,5_4__3
133,10,4,0.5,20,20,20.0,20.0,20.0,10_4__2
133,4,6,0.416666667,10,5,9.0,9.0,9.0,4_6__2
133,6,2,0.333333333,4,9,9.0,2.0,0.0,6_2
133,9,4,0.5,18,18,17.0,17.0,17.0,9_4__2
133,5,2,0.3,3,7,7.0,0.0,0.0,5_2
133,2,4,0,0,0,0.0,0.0,0.0,2_4
133,10,2,0.5,10,20,20.0,10.0,10.0,10_2
133,3,4,0.083333333,1,2,2.0,3.0,1.0,3_4__3
133,5,4,0.4,8,7,7.0,7.0,7.0,5_4__4
133,8,4,0.40625,13,15,15.0,15.0,15.0,8_4__2
133,4,4,0.3125,5,5,5.0,5.0,5.0,4_4__3
133,6,4,0.416666667,10,9,9.0,9.0,9.0,6_4__3
133,7,4,0.392857143,11,11,11.0,11.0,10.0,7_4
133,6,4,0.291666667,7,9,9.0,9.0,9.0,6_4__4
133,4,2,0,0,5,5.0,0.0,0.0,4_2
133,5,4,0.3,6,7,7.0,7.0,7.0,5_4__5
133,5,2,0.2,2,7,7.0,0.0,0.0,5_2__2
133,2,4,0,0,0,0.0,0.0,0.0,2_4__2
133,5,4,0.3,6,7,7.0,7.0,7.0,5_4__6
133,5,2,0.3,3,7,7.0,0.0,0.0,5_2__3
133,4,6,0.291666667,7,5,9.0,9.0,9.0,4_6__3
133,5,6,0.5,15,7,12.0,12.0,12.0,5_6__2
133,8,4,0.40625,13,15,15.0,15.0,15.0,8_4__3
133,6,2,0.333333333,4,9,9.0,2.0,0.0,6_2__2
133,3,6,0.277777778,5,2,5.0,5.0,3.0,3_6__2
133,10,2,0.5,10,20,20.0,10.0,10.0,10_2__2
133,5,4,0.3,6,7,7.0,7.0,7.0,5_4__7
133,6,6,0.305555556,11,9,16.0,16.0,16.0,6_6
133,7,6,0.404761905,17,11,17.0,17.0,16.0,7_6
133,5,2,0.2,2,7,7.0,0.0,0.0,5_2__4
133,5,6,0.3,9,7,12.0,12.0,12.0,5_6__3
133,4,2,0.125,1,5,5.0,0.0,0.0,4_2__2
133,5,4,0.3,6,7,7.0,7.0,7.0,5_4__8
133,10,6,0.4,24,20,30.0,30.0,25.0,10_6__2
133,3,2,0,0,2,2.0,0.0,0.0,3_2__2
133,1,2,0,0,0,0.0,0.0,0.0,1_2
133,9,4,0.388888889,14,18,17.0,17.0,17.0,9_4__3
133,2,4,0,0,0,0.0,0.0,0.0,2_4__3
133,2,4,0,0,0,0.0,0.0,0.0,2_4__4
133,3,4,0.166666667,2,2,2.0,3.0,1.0,3_4__4
133,10,4,0.5,20,20,20.0,20.0,20.0,10_4__3
133,2,2,0,0,0,0.0,0.0,0.0,2_2__2
133,5,6,0.4,12,7,12.0,12.0,12.0,5_6__4
133,6,6,0.5,18,9,16.0,16.0,16.0,6_6__2
133,10,4,0.5,20,20,20.0,20.0,20.0,10_4__4
133,4,4,0.375,6,5,5.0,5.0,5.0,4_4__4
133,6,2,0.333333333,4,9,9.0,2.0,0.0,6_2__3
133,8,6,0.5,24,15,23.0,23.0,23.0,8_6
133,10,6,0.5,30,20,30.0,30.0,25.0,10_6__3
133,7,4,0.392857143,11,11,11.0,11.0,10.0,7_4__2
134,8,4,0.40625,13,16,14.0,14.0,14.0,8_4
134,5,2,0.6,6,10,3.0,3.0,2.0,5_2
134,5,6,0.5,15,10,12.0,12.0,6.0,5_6
134,6,4,0.208333333,5,12,10.0,10.0,9.0,6_4
134,1,6,0.333333333,2,2,0.0,0.0,0.0,1_6
134,8,4,0.40625,13,16,14.0,14.0,14.0,8_4__2
134,2,4,0.25,2,4,0.0,0.0,0.0,2_4
134,6,6,0.305555556,11,12,16.0,16.0,9.0,6_6
134,6,4,0.291666667,7,12,10.0,10.0,9.0,6_4__2
134,2,4,0.375,3,4,0.0,0.0,0.0,2_4__2
134,10,4,0.4,16,20,20.0,20.0,20.0,10_4
134,3,6,0.222222222,4,6,5.0,5.0,1.0,3_6
134,2,2,0.5,2,4,0.0,0.0,0.0,2_2
134,7,4,0.392857143,11,14,12.0,12.0,11.0,7_4
134,6,2,0.666666667,8,12,4.0,4.0,4.0,6_2
134,10,6,0.3,18,20,30.0,30.0,20.0,10_6
134,3,4,0.416666667,5,6,2.0,2.0,1.0,3_4
134,10,2,0.7,14,20,10.0,10.0,12.0,10_2
134,3,6,0.388888889,7,6,5.0,5.0,1.0,3_6__2
134,4,6,0.291666667,7,8,9.0,9.0,4.0,4_6
134,7,2,0.785714286,11,14,6.0,6.0,5.0,7_2
134,3,4,0.166666667,2,6,2.0,2.0,1.0,3_4__2
134,10,4,0.5,20,20,20.0,20.0,20.0,10_4__2
134,9,6,0.296296296,16,18,26.0,26.0,17.0,9_6
134,9,4,0.388888889,14,18,17.0,17.0,17.0,9_4
134,9,2,0.722222222,13,18,8.0,8.0,10.0,9_2
134,2,4,0,0,4,0.0,0.0,0.0,2_4__3
134,8,2,0.5,8,16,7.0,7.0,7.0,8_2
134,2,6,0.083333333,1,4,2.0,2.0,0.0,2_6
134,4,4,0.125,2,8,5.0,5.0,4.0,4_4
134,5,2,0.5,5,10,3.0,3.0,2.0,5_2__2
134,5,4,0.2,4,10,7.0,7.0,6.0,5_4
134,10,6,0.3,18,20,30.0,30.0,20.0,10_6__2
134,8,6,0.395833333,19,16,23.0,23.0,14.0,8_6
134,3,2,0.166666667,1,6,0.0,0.0,0.0,3_2
134,1,4,0,0,2,0.0,0.0,0.0,1_4
134,5,4,0.3,6,10,7.0,7.0,6.0,5_4__2
134,3,4,0.166666667,2,6,2.0,2.0,1.0,3_4__3
134,5,4,0.3,6,10,7.0,7.0,6.0,5_4__3
134,10,2,0.7,14,20,10.0,10.0,12.0,10_2__2
134,6,2,0.416666667,5,12,4.0,4.0,4.0,6_2__2
134,3,4,0.333333333,4,6,2.0,2.0,1.0,3_4__4
134,5,6,0.2,6,10,12.0,12.0,6.0,5_6__2
134,10,6,0.4,24,20,30.0,30.0,20.0,10_6__3
134,9,4,0.388888889,14,18,17.0,17.0,17.0,9_4__2
134,6,4,0.291666667,7,12,10.0,10.0,9.0,6_4__3
134,8,4,0.5,16,16,14.0,14.0,14.0,8_4__3
134,3,2,0.166666667,1,6,0.0,0.0,0.0,3_2__2
134,4,6,0.291666667,7,8,9.0,9.0,4.0,4_6__2
134,4,4,0.1875,3,8,5.0,5.0,4.0,4_4__2
134,9,4,0.5,18,18,17.0,17.0,17.0,9_4__3
134,4,6,0.208333333,5,8,9.0,9.0,4.0,4_6__3
134,10,4,0.5,20,20,20.0,20.0,20.0,10_4__3
134,6,4,0.416666667,10,12,10.0,10.0,9.0,6_4__4
134,10,4,0.5,20,20,20.0,20.0,20.0,10_4__4
134,1,2,0,0,2,0.0,0.0,0.0,1_2
134,5,6,0.2,6,10,12.0,12.0,6.0,5_6__3
134,7,4,0.285714286,8,14,12.0,12.0,11.0,7_4__2
134,5,6,0.2,6,10,12.0,12.0,6.0,5_6__4
134,4,4,0.3125,5,8,5.0,5.0,4.0,4_4__3
134,5,2,0.5,5,10,3.0,3.0,2.0,5_2__3
134,5,4,0.3,6,10,7.0,7.0,6.0,5_4__4
134,5,4,0.3,6,10,7.0,7.0,6.0,5_4__5
134,2,4,0,0,4,0.0,0.0,0.0,2_4__4
134,6,2,0.333333333,4,12,4.0,4.0,4.0,6_2__3
134,4,2,0.25,2,8,2.0,2.0,1.0,4_2
134,4,4,0.3125,5,8,5.0,5.0,4.0,4_4__4
134,5,4,0.3,6,10,7.0,7.0,6.0,5_4__6
134,6,6,0.305555556,11,12,16.0,16.0,9.0,6_6__2
134,2,2,0,0,4,0.0,0.0,0.0,2_2__2
134,5,2,0.5,5,10,3.0,3.0,2.0,5_2__4
134,4,2,0.125,1,8,2.0,2.0,1.0,4_2__2
134,5,4,0.3,6,10,7.0,7.0,6.0,5_4__7
134,5,4,0.3,6,10,7.0,7.0,6.0,5_4__8
134,7,6,0.30952381,13,14,19.0,19.0,11.0,7_6
134,1,4,0,0,2,0.0,0.0,0.0,1_4__2
135,2,4,0,0,0,0.0,0.0,0.0,2_4
135,8,4,0.40625,13,15,15.0,15.0,15.0,8_4
135,10,4,0.5,20,20,20.0,20.0,20.0,10_4
135,10,6,0.4,24,20,30.0,30.0,30.0,10_6
135,6,6,0.194444444,7,10,16.0,16.0,16.0,6_6
135,5,2,0.2,2,7,3.0,3.0,3.0,5_2
135,9,2,0.388888889,7,17,9.0,9.0,9.0,9_2
135,2,4,0,0,0,0.0,0.0,0.0,2_4__2
135,4,4,0.3125,5,5,5.0,5.0,5.0,4_4
135,5,6,0.2,6,7,12.0,12.0,12.0,5_6
135,3,2,0,0,3,0.0,0.0,0.0,3_2
135,5,6,0.3,9,7,12.0,12.0,12.0,5_6__2
135,2,2,0,0,0,0.0,0.0,0.0,2_2
135,3,6,0.222222222,4,3,4.0,4.0,4.0,3_6
135,3,4,0.333333333,4,3,3.0,3.0,2.0,3_4
135,10,4,0.5,20,20,20.0,20.0,20.0,10_4__2
135,4,4,0.1875,3,5,5.0,5.0,5.0,4_4__2
135,3,2,0,0,3,0.0,0.0,0.0,3_2__2
135,5,6,0.2,6,7,12.0,12.0,12.0,5_6__3
135,1,2,0,0,0,0.0,0.0,0.0,1_2
135,8,4,0.40625,13,15,15.0,15.0,15.0,8_4__2
135,10,2,0.3,6,20,10.0,10.0,10.0,10_2
135,5,2,0.2,2,7,3.0,3.0,3.0,5_2__2
135,10,4,0.4,16,20,20.0,20.0,20.0,10_4__3
135,6,4,0.291666667,7,10,10.0,10.0,10.0,6_4
135,5,6,0.2,6,7,12.0,12.0,12.0,5_6__4
135,10,4,0.4,16,20,20.0,20.0,20.0,10_4__4
135,9,4,0.388888889,14,17,17.0,17.0,17.0,9_4
135,5,4,0.3,6,7,7.0,7.0,7.0,5_4
135,10,6,0.3,18,20,30.0,30.0,30.0,10_6__2
135,8,6,0.208333333,10,15,23.0,23.0,23.0,8_6
135,2,4,0,0,0,0.0,0.0,0.0,2_4__3
135,5,4,0.3,6,7,7.0,7.0,7.0,5_4__2
135,7,4,0.285714286,8,12,12.0,12.0,12.0,7_4
135,2,2,0,0,0,0.0,0.0,0.0,2_2__2
135,6,2,0.333333333,4,10,3.0,3.0,3.0,6_2
135,1,4,0,0,0,0.0,0.0,0.0,1_4
135,7,4,0.285714286,8,12,12.0,12.0,12.0,7_4__2
135,6,2,0.166666667,2,10,3.0,3.0,3.0,6_2__2
135,9,4,0.388888889,14,17,17.0,17.0,17.0,9_4__2
135,3,4,0.083333333,1,3,3.0,3.0,2.0,3_4__2
135,6,2,0.166666667,2,10,3.0,3.0,3.0,6_2__3
135,4,4,0.1875,3,5,5.0,5.0,5.0,4_4__3
135,6,4,0.5,12,10,10.0,10.0,10.0,6_4__2
135,5,4,0.3,6,7,7.0,7.0,7.0,5_4__3
135,4,2,0.25,2,5,1.0,1.0,1.0,4_2
135,5,2,0.2,2,7,3.0,3.0,3.0,5_2__3
135,8,4,0.40625,13,15,15.0,15.0,15.0,8_4__3
135,5,4,0.3,6,7,7.0,7.0,7.0,5_4__4
135,10,2,0.1,2,20,10.0,10.0,10.0,10_2__2
135,6,4,0.291666667,7,10,10.0,10.0,10.0,6_4__3
135,3,6,0.222222222,4,3,4.0,4.0,4.0,3_6__2
135,9,6,0.407407407,22,17,26.0,26.0,26.0,9_6
135,5,4,0.3,6,7,7.0,7.0,7.0,5_4__5
135,10,6,0.3,18,20,30.0,30.0,30.0,10_6__3
135,2,4,0,0,0,0.0,0.0,0.0,2_4__4
135,3,4,0.166666667,2,3,3.0,3.0,2.0,3_4__3
135,5,4,0.3,6,7,7.0,7.0,7.0,5_4__6
135,4,4,0.3125,5,5,5.0,5.0,5.0,4_4__4
135,9,4,0.305555556,11,17,17.0,17.0,17.0,9_4__3
135,6,6,0.305555556,11,10,16.0,16.0,16.0,6_6__2
135,1,6,0,0,0,0.0,0.0,0.0,1_6
135,4,6,0.291666667,7,5,8.0,8.0,8.0,4_6
135,7,2,0.285714286,4,12,5.0,5.0,5.0,7_2
135,4,2,0,0,5,1.0,1.0,1.0,4_2__2
135,5,4,0.2,4,7,7.0,7.0,7.0,5_4__7
135,2,6,0,0,0,2.0,2.0,2.0,2_6
135,4,6,0.291666667,7,5,8.0,8.0,8.0,4_6__2
135,1,4,0.25,1,0,0.0,0.0,0.0,1_4__2
135,5,4,0.3,6,7,7.0,7.0,7.0,5_4__8
135,4,6,0.208333333,5,5,8.0,8.0,8.0,4_6__3
135,7,6,0.30952381,13,12,19.0,19.0,19.0,7_6
135,6,4,0.416666667,10,10,10.0,10.0,10.0,6_4__4
135,3,4,0.666666667,8,3,3.0,3.0,2.0,3_4__4
135,8,2,0.875,14,15,7.0,7.0,7.0,8_2
135,5,2,0.3,3,7,3.0,3.0,3.0,5_2__4
136,10,2,0.1,2,10,10.0,10.0,8.0,10_2
136,2,4,0,0,2,2.0,0.0,0.0,2_4
136,8,4,0.09375,3,15,15.0,15.0,12.0,8_4
136,10,4,0.2,8,20,20.0,20.0,10.0,10_4
136,4,2,0.25,2,2,2.0,2.0,1.0,4_2
136,5,4,0.2,4,8,8.0,7.0,5.0,5_4
136,7,4,0.214285714,6,13,13.0,12.0,12.0,7_4
136,6,2,0.166666667,2,5,4.0,4.0,3.0,6_2
136,10,6,0,0,30,30.0,30.0,20.0,10_6
136,9,4,0.111111111,4,17,17.0,17.0,10.0,9_4
136,5,4,0.1,2,8,8.0,7.0,5.0,5_4__2
136,10,4,0.1,4,20,20.0,20.0,10.0,10_4__2
136,3,6,0.222222222,4,6,6.0,5.0,4.0,3_6
136,10,4,0,0,20,20.0,20.0,10.0,10_4__3
136,3,2,0,0,3,3.0,2.0,1.0,3_2
136,5,4,0.1,2,8,8.0,7.0,5.0,5_4__3
136,9,4,0.111111111,4,17,17.0,17.0,10.0,9_4__2
136,4,6,0.208333333,5,9,9.0,9.0,8.0,4_6
136,4,4,0.1875,3,5,5.0,5.0,4.0,4_4
136,4,2,0.125,1,2,2.0,2.0,1.0,4_2__2
136,4,6,0,0,9,9.0,9.0,8.0,4_6__2
136,1,4,0,0,1,1.0,1.0,0.0,1_4
136,5,6,0.1,3,13,13.0,12.0,10.0,5_6
136,3,6,0.111111111,2,6,6.0,5.0,4.0,3_6__2
136,6,4,0.083333333,2,10,10.0,10.0,10.0,6_4
136,3,2,0,0,3,3.0,2.0,1.0,3_2__2
136,5,4,0.1,2,8,8.0,7.0,5.0,5_4__4
136,6,6,0.111111111,4,16,16.0,16.0,14.0,6_6
136,4,4,0.125,2,5,5.0,5.0,4.0,4_4__2
136,6,4,0.083333333,2,10,10.0,10.0,10.0,6_4__2
136,6,4,0.083333333,2,10,10.0,10.0,10.0,6_4__3
136,5,4,0.1,2,8,8.0,7.0,5.0,5_4__5
136,7,6,0,0,20,20.0,20.0,15.0,7_6
136,7,2,0.071428571,1,5,5.0,5.0,4.0,7_2
136,2,2,0,0,2,2.0,2.0,0.0,2_2
136,4,4,0.125,2,5,5.0,5.0,4.0,4_4__3
