Subject,Investment_Amount,Multiplier,Prop_Returned,Returned,Second_Order_Expectation,Fairness,Soc1,Soc2,Trial
136,8,6,0.104166667,5,23,23.0,23.0,15.0,8_6
136,2,4,0,0,2,2.0,0.0,0.0,2_4__2
136,6,4,0.083333333,2,10,10.0,10.0,10.0,6_4__4
136,9,4,0.111111111,4,17,17.0,17.0,10.0,9_4__3
136,10,4,0.1,4,20,20.0,20.0,10.0,10_4__4
136,2,2,0,0,2,2.0,2.0,0.0,2_2__2
136,5,2,0,0,5,5.0,3.0,2.0,5_2
136,6,2,0,0,5,4.0,4.0,3.0,6_2__2
136,9,2,0.111111111,2,9,9.0,8.0,6.0,9_2
136,4,6,0.083333333,2,9,9.0,9.0,8.0,4_6__3
136,10,2,0,0,10,10.0,10.0,8.0,10_2__2
136,6,6,0.111111111,4,16,16.0,16.0,14.0,6_6__2
136,5,6,0.1,3,13,13.0,12.0,10.0,5_6__2
136,5,4,0.1,2,8,8.0,7.0,5.0,5_4__6
136,1,4,0,0,1,1.0,1.0,0.0,1_4__2
136,5,6,0.1,3,13,13.0,12.0,10.0,5_6__3
136,6,2,0.083333333,1,5,4.0,4.0,3.0,6_2__3
136,3,4,0,0,2,2.0,2.0,1.0,3_4
136,4,4,0.125,2,5,5.0,5.0,4.0,4_4__4
136,8,4,0.09375,3,15,15.0,15.0,12.0,8_4__2
136,5,4,0.1,2,8,8.0,7.0,5.0,5_4__7
136,5,2,0,0,5,5.0,3.0,2.0,5_2__2
136,3,4,0,0,2,2.0,2.0,1.0,3_4__2
136,2,6,0,0,2,2.0,2.0,1.0,2_6
136,9,6,0,0,28,28.0,28.0,20.0,9_6
136,3,4,0,0,2,2.0,2.0,1.0,3_4__3
136,3,4,0,0,2,2.0,2.0,1.0,3_4__4
136,2,4,0,0,2,2.0,0.0,0.0,2_4__3
136,1,6,0,0,1,1.0,0.0,0.0,1_6
136,8,2,0.125,2,7,7.0,7.0,5.0,8_2
136,5,2,0.1,1,5,5.0,3.0,2.0,5_2__3
136,1,2,0,0,1,1.0,1.0,0.0,1_2
136,2,4,0,0,2,2.0,0.0,0.0,2_4__4
136,5,6,0.1,3,13,13.0,12.0,10.0,5_6__4
136,7,4,0.107142857,3,13,13.0,12.0,12.0,7_4__2
136,5,4,0.1,2,8,8.0,7.0,5.0,5_4__8
136,8,4,0.1875,6,15,15.0,15.0,12.0,8_4__3
136,5,2,0,0,5,5.0,3.0,2.0,5_2__4
136,10,6,0,0,30,30.0,30.0,20.0,10_6__2
136,10,6,0,0,30,30.0,30.0,20.0,10_6__3
137,8,6,0.395833333,19,13,23.0,23.0,15.0,8_6
137,7,4,0.392857143,11,12,13.0,13.0,12.0,7_4
137,6,4,0.416666667,10,9,10.0,10.0,9.0,6_4
137,8,4,0.40625,13,13,15.0,15.0,14.0,8_4
137,1,2,0,0,1,0.0,0.0,0.0,1_2
137,5,6,0.4,12,7,13.0,13.0,8.0,5_6
137,9,4,0.388888889,14,17,18.0,18.0,17.0,9_4
137,6,2,0.166666667,2,9,4.0,10.0,3.0,6_2
137,4,6,0.208333333,5,5,9.0,9.0,5.0,4_6
137,3,4,0.166666667,2,3,3.0,3.0,2.0,3_4
137,9,4,0.388888889,14,17,18.0,18.0,17.0,9_4__2
137,3,4,0.166666667,2,3,3.0,3.0,2.0,3_4__2
137,5,6,0.3,9,7,13.0,13.0,8.0,5_6__2
137,2,2,0.25,1,2,0.0,0.0,0.0,2_2
137,10,4,0.4,16,19,20.0,20.0,19.0,10_4
137,5,2,0.2,2,7,3.0,7.0,2.0,5_2
137,10,2,0.5,10,19,10.0,20.0,9.0,10_2
137,5,4,0.2,4,7,8.0,8.0,7.0,5_4
137,5,4,0.2,4,7,8.0,8.0,7.0,5_4__2
137,3,4,0.166666667,2,3,3.0,3.0,2.0,3_4__3
137,8,4,0.40625,13,13,15.0,15.0,14.0,8_4__2
137,4,4,0.3125,5,5,5.0,5.0,4.0,4_4
137,2,4,0.125,1,2,0.0,0.0,0.0,2_4
137,3,6,0.277777778,5,3,6.0,6.0,3.0,3_6
137,7,4,0.392857143,11,12,13.0,13.0,12.0,7_4__2
137,9,2,0.277777778,5,17,9.0,18.0,8.0,9_2
137,1,4,0,0,1,0.0,0.0,0.0,1_4
137,10,4,0.4,16,19,20.0,20.0,19.0,10_4__2
137,2,6,0,0,2,2.0,2.0,0.0,2_6
137,10,4,0.5,20,19,20.0,20.0,19.0,10_4__3
137,5,4,0.3,6,7,8.0,8.0,7.0,5_4__3
137,4,4,0.3125,5,5,5.0,5.0,4.0,4_4__2
137,4,2,0.125,1,5,1.0,4.0,0.0,4_2
137,6,4,0.291666667,7,9,10.0,10.0,9.0,6_4__2
137,9,6,0.296296296,16,17,26.0,26.0,18.0,9_6
137,6,4,0.291666667,7,9,10.0,10.0,9.0,6_4__3
137,4,2,0.125,1,5,1.0,4.0,0.0,4_2__2
137,6,6,0.194444444,7,9,16.0,16.0,10.0,6_6
137,5,4,0.3,6,7,8.0,8.0,7.0,5_4__4
137,5,6,0.2,6,7,13.0,13.0,8.0,5_6__3
137,10,6,0.3,18,19,30.0,30.0,20.0,10_6
137,5,2,0.2,2,7,3.0,7.0,2.0,5_2__2
137,5,6,0.2,6,7,13.0,13.0,8.0,5_6__4
137,8,4,0.40625,13,13,15.0,15.0,14.0,8_4__3
137,3,2,0,0,3,0.0,2.0,0.0,3_2
137,2,4,0,0,2,0.0,0.0,0.0,2_4__2
137,1,6,0,0,1,0.0,0.0,0.0,1_6
137,10,6,0.4,24,19,30.0,30.0,20.0,10_6__2
137,7,6,0.30952381,13,12,20.0,20.0,13.0,7_6
137,3,2,0,0,3,0.0,2.0,0.0,3_2__2
137,6,6,0.194444444,7,9,16.0,16.0,10.0,6_6__2
137,3,6,0.111111111,2,3,6.0,6.0,3.0,3_6__2
137,3,4,0.166666667,2,3,3.0,3.0,2.0,3_4__4
137,5,2,0.1,1,7,3.0,7.0,2.0,5_2__3
137,2,4,0,0,2,0.0,0.0,0.0,2_4__3
137,4,6,0.208333333,5,5,9.0,9.0,5.0,4_6__2
137,2,4,0,0,2,0.0,0.0,0.0,2_4__4
137,1,4,0,0,1,0.0,0.0,0.0,1_4__2
137,6,2,0.333333333,4,9,4.0,10.0,3.0,6_2__2
137,5,2,0.2,2,7,3.0,7.0,2.0,5_2__4
137,5,4,0.2,4,7,8.0,8.0,7.0,5_4__5
137,5,4,0.3,6,7,8.0,8.0,7.0,5_4__6
137,10,6,0.4,24,19,30.0,30.0,20.0,10_6__3
137,4,4,0.3125,5,5,5.0,5.0,4.0,4_4__3
137,2,2,0,0,2,0.0,0.0,0.0,2_2__2
137,4,6,0.208333333,5,5,9.0,9.0,5.0,4_6__3
137,9,4,0.388888889,14,17,18.0,18.0,17.0,9_4__3
137,6,2,0.166666667,2,9,4.0,10.0,3.0,6_2__3
137,7,2,0.214285714,3,12,6.0,13.0,5.0,7_2
137,5,4,0.3,6,7,8.0,8.0,7.0,5_4__7
137,10,4,0.5,20,19,20.0,20.0,19.0,10_4__4
137,5,4,0.3,6,7,8.0,8.0,7.0,5_4__8
137,8,2,0.1875,3,13,7.0,15.0,6.0,8_2
137,6,4,0.291666667,7,9,10.0,10.0,9.0,6_4__4
137,4,4,0.3125,5,5,5.0,5.0,4.0,4_4__4
137,10,2,0.5,10,19,10.0,20.0,9.0,10_2__2
138,5,2,0,0,10,5.0,5.0,5.0,5_2
138,10,4,0.4,16,20,20.0,20.0,20.0,10_4
138,5,6,0.4,12,10,13.0,14.0,14.0,5_6
138,4,4,0.375,6,6,5.0,5.0,5.0,4_4
138,8,2,0.1875,3,16,8.0,8.0,8.0,8_2
138,7,6,0.30952381,13,14,18.0,22.0,22.0,7_6
138,5,2,0,0,10,5.0,5.0,5.0,5_2__2
138,4,4,0.3125,5,6,5.0,5.0,5.0,4_4__2
138,6,4,0.291666667,7,12,10.0,12.0,12.0,6_4
138,2,4,0,0,2,0.0,1.0,1.0,2_4
138,10,2,0.4,8,20,10.0,10.0,10.0,10_2
138,6,2,0.166666667,2,12,6.0,6.0,6.0,6_2
138,3,4,0,0,4,0.0,3.0,3.0,3_4
138,3,2,0,0,4,0.0,2.0,1.0,3_2
138,3,2,0,0,4,0.0,2.0,1.0,3_2__2
138,3,4,0,0,4,0.0,3.0,3.0,3_4__2
138,6,2,0.5,6,12,6.0,6.0,6.0,6_2__2
138,2,6,0,0,2,0.0,4.0,4.0,2_6
138,2,4,0,0,2,0.0,1.0,1.0,2_4__2
138,6,6,0.388888889,14,12,16.0,18.0,18.0,6_6
138,7,4,0.5,14,14,12.0,14.0,14.0,7_4
138,4,4,0.1875,3,6,5.0,5.0,5.0,4_4__3
138,5,6,0.3,9,10,13.0,14.0,14.0,5_6__2
138,4,4,0.1875,3,6,5.0,5.0,5.0,4_4__4
138,9,4,0.5,18,18,18.0,18.0,18.0,9_4
138,9,4,0.388888889,14,18,18.0,18.0,18.0,9_4__2
138,5,6,0.4,12,10,13.0,14.0,14.0,5_6__3
138,4,6,0.208333333,5,6,10.0,10.0,10.0,4_6
138,1,2,0,0,1,0.0,0.0,0.0,1_2
138,5,4,0.4,8,10,8.0,8.0,8.0,5_4
138,2,2,0,0,2,0.0,1.0,0.0,2_2
138,10,4,0.5,20,20,20.0,20.0,20.0,10_4__2
138,6,2,0.333333333,4,12,6.0,6.0,6.0,6_2__3
138,4,2,0,0,6,2.0,3.0,3.0,4_2
138,5,4,0.5,10,10,8.0,8.0,8.0,5_4__2
138,10,4,0.5,20,20,20.0,20.0,20.0,10_4__3
138,3,4,0,0,4,0.0,3.0,3.0,3_4__3
138,5,6,0.4,12,10,13.0,14.0,14.0,5_6__4
138,5,4,0.5,10,10,8.0,8.0,8.0,5_4__3
138,8,4,0.40625,13,16,16.0,16.0,16.0,8_4
138,7,2,0.214285714,3,14,7.0,7.0,7.0,7_2
138,1,6,0,0,1,0.0,2.0,2.0,1_6
138,1,4,0,0,1,0.0,0.0,0.0,1_4
138,3,6,0,0,4,0.0,6.0,6.0,3_6
138,4,6,0.208333333,5,6,10.0,10.0,10.0,4_6__2
138,5,4,0.5,10,10,8.0,8.0,8.0,5_4__4
138,9,6,0.407407407,22,18,22.0,28.0,28.0,9_6
138,6,4,0.5,12,12,10.0,12.0,12.0,6_4__2
138,1,4,0,0,1,0.0,0.0,0.0,1_4__2
138,5,2,0.5,5,10,5.0,5.0,5.0,5_2__3
138,2,4,0,0,2,0.0,1.0,1.0,2_4__3
138,10,6,0.4,24,20,24.0,30.0,30.0,10_6
138,5,2,0.4,4,10,5.0,5.0,5.0,5_2__4
138,10,6,0.4,24,20,24.0,30.0,30.0,10_6__2
138,7,4,0.392857143,11,14,12.0,14.0,14.0,7_4__2
138,8,4,0.5,16,16,16.0,16.0,16.0,8_4__2
138,8,6,0.395833333,19,16,20.0,25.0,25.0,8_6
138,9,2,0.111111111,2,18,9.0,9.0,9.0,9_2
138,10,6,0.4,24,20,24.0,30.0,30.0,10_6__3
138,5,4,0.4,8,10,8.0,8.0,8.0,5_4__5
138,10,4,0.5,20,20,20.0,20.0,20.0,10_4__4
138,4,6,0.208333333,5,6,10.0,10.0,10.0,4_6__3
138,5,4,0.4,8,10,8.0,8.0,8.0,5_4__6
138,10,2,0.5,10,20,10.0,10.0,10.0,10_2__2
138,5,4,0.4,8,10,8.0,8.0,8.0,5_4__7
138,6,4,0.416666667,10,12,10.0,12.0,12.0,6_4__3
138,3,6,0,0,4,0.0,6.0,6.0,3_6__2
138,5,4,0.4,8,10,8.0,8.0,8.0,5_4__8
138,4,2,0,0,6,2.0,3.0,3.0,4_2__2
138,3,4,0,0,4,0.0,3.0,3.0,3_4__4
138,9,4,0.5,18,18,18.0,18.0,18.0,9_4__3
138,2,4,0,0,2,0.0,1.0,1.0,2_4__4
138,2,2,0,0,2,0.0,1.0,0.0,2_2__2
138,6,4,0.416666667,10,12,10.0,12.0,12.0,6_4__4
138,8,4,0.5,16,16,16.0,16.0,16.0,8_4__3
138,6,6,0.305555556,11,12,16.0,18.0,18.0,6_6__2
139,9,2,0.111111111,2,18,9.0,9.0,9.0,9_2
139,10,6,0.2,12,20,20.0,30.0,25.0,10_6
139,2,4,0,0,2,0.0,2.0,3.0,2_4
139,6,2,0.333333333,4,11,5.0,7.0,6.0,6_2
139,5,4,0.3,6,9,6.0,8.0,9.0,5_4
139,5,6,0.3,9,9,8.0,15.0,12.0,5_6
139,2,2,0,0,2,0.0,1.0,1.0,2_2
139,7,4,0.285714286,8,14,11.0,11.0,12.0,7_4
139,10,2,0.5,10,20,10.0,10.0,10.0,10_2
139,3,4,0.333333333,4,5,3.0,6.0,5.0,3_4
139,5,2,0.3,3,9,4.0,4.0,4.0,5_2
139,3,6,0.277777778,5,5,4.0,8.0,6.0,3_6
139,9,4,0.305555556,11,18,16.0,16.0,16.0,9_4
139,10,4,0.3,12,20,18.0,20.0,19.0,10_4
139,8,2,0.5,8,16,8.0,8.0,8.0,8_2
139,1,4,0,0,0,0.0,0.0,0.0,1_4
139,10,4,0.5,20,20,18.0,20.0,19.0,10_4__2
139,4,2,0.25,2,8,3.0,4.0,4.0,4_2
139,5,4,0.3,6,9,6.0,8.0,9.0,5_4__2
139,5,4,0.4,8,9,6.0,8.0,9.0,5_4__3
139,6,6,0.305555556,11,11,10.0,18.0,16.0,6_6
139,5,6,0.3,9,9,8.0,15.0,12.0,5_6__2
139,4,6,0.083333333,2,8,6.0,12.0,8.0,4_6
139,8,4,0.40625,13,16,13.0,14.0,15.0,8_4
139,10,2,0.5,10,20,10.0,10.0,10.0,10_2__2
139,9,4,0.5,18,18,16.0,16.0,16.0,9_4__2
139,5,6,0.3,9,9,8.0,15.0,12.0,5_6__3
139,6,4,0.291666667,7,11,9.0,9.0,9.0,6_4
139,4,4,0.3125,5,8,5.0,7.0,7.0,4_4
139,7,4,0.392857143,11,14,11.0,11.0,12.0,7_4__2
139,5,4,0.3,6,9,6.0,8.0,9.0,5_4__4
139,4,6,0.291666667,7,8,6.0,12.0,8.0,4_6__2
139,1,4,0,0,0,0.0,0.0,0.0,1_4__2
139,10,4,0.5,20,20,18.0,20.0,19.0,10_4__3
139,2,4,0,0,2,0.0,2.0,3.0,2_4__2
139,5,2,0,0,9,4.0,4.0,4.0,5_2__2
139,3,4,0.083333333,1,5,3.0,6.0,5.0,3_4__2
139,3,4,0.083333333,1,5,3.0,6.0,5.0,3_4__3
139,4,4,0.1875,3,8,5.0,7.0,7.0,4_4__2
139,8,4,0.3125,10,16,13.0,14.0,15.0,8_4__2
139,3,2,0,0,5,3.0,3.0,3.0,3_2
139,6,2,0.166666667,2,11,5.0,7.0,6.0,6_2__2
139,1,2,0,0,0,0.0,0.0,0.0,1_2
139,5,4,0.3,6,9,6.0,8.0,9.0,5_4__5
139,8,4,0.1875,6,16,13.0,14.0,15.0,8_4__3
139,5,4,0.3,6,9,6.0,8.0,9.0,5_4__6
139,2,4,0,0,2,0.0,2.0,3.0,2_4__3
139,6,4,0.416666667,10,11,9.0,9.0,9.0,6_4__2
139,5,4,0.3,6,9,6.0,8.0,9.0,5_4__7
139,8,6,0.291666667,14,16,16.0,24.0,20.0,8_6
139,2,6,0,0,2,2.0,6.0,4.0,2_6
139,10,4,0.4,16,20,18.0,20.0,19.0,10_4__4
139,7,6,0.19047619,8,14,14.0,21.0,20.0,7_6
139,5,2,0.2,2,9,4.0,4.0,4.0,5_2__3
139,2,2,0,0,2,0.0,1.0,1.0,2_2__2
139,7,2,0.285714286,4,14,6.0,7.0,7.0,7_2
139,6,2,0.333333333,4,11,5.0,7.0,6.0,6_2__3
139,4,6,0.208333333,5,8,6.0,12.0,8.0,4_6__3
139,6,4,0.291666667,7,11,9.0,9.0,9.0,6_4__3
139,1,6,0,0,0,0.0,0.0,0.0,1_6
139,4,2,0,0,8,3.0,4.0,4.0,4_2__2
139,2,4,0,0,2,0.0,2.0,3.0,2_4__4
139,4,4,0.1875,3,8,5.0,7.0,7.0,4_4__3
139,10,6,0.3,18,20,20.0,30.0,25.0,10_6__2
139,5,4,0.3,6,9,6.0,8.0,9.0,5_4__8
139,6,6,0.194444444,7,11,10.0,18.0,16.0,6_6__2
139,10,6,0.3,18,20,20.0,30.0,25.0,10_6__3
139,5,6,0.2,6,9,8.0,15.0,12.0,5_6__4
139,3,4,0,0,5,3.0,6.0,5.0,3_4__4
139,6,4,0.291666667,7,11,9.0,9.0,9.0,6_4__4
139,5,2,0.2,2,9,4.0,4.0,4.0,5_2__4
139,9,6,0.296296296,16,18,18.0,27.0,22.0,9_6
139,4,4,0.3125,5,8,5.0,7.0,7.0,4_4__4
139,3,6,0,0,5,4.0,8.0,6.0,3_6__2
139,9,4,0.305555556,11,18,16.0,16.0,16.0,9_4__3
139,3,2,0,0,5,3.0,3.0,3.0,3_2__2
140,8,4,0.40625,13,14,14.0,16.0,14.0,8_4
140,10,4,0.5,20,18,18.0,20.0,18.0,10_4
140,5,4,0.3,6,6,6.0,7.0,6.0,5_4
140,5,4,0.3,6,6,6.0,7.0,6.0,5_4__2
140,3,4,0.333333333,4,2,2.0,4.0,2.0,3_4
140,2,4,0,0,0,0.0,2.0,0.0,2_4
140,5,2,0.5,5,6,3.0,3.0,3.0,5_2
140,5,2,0.2,2,6,3.0,3.0,3.0,5_2__2
140,9,6,0.296296296,16,17,26.0,26.0,17.0,9_6
140,2,2,0,0,0,0.0,0.0,0.0,2_2
140,5,6,0.3,9,6,12.0,12.0,6.0,5_6
140,8,6,0.395833333,19,14,18.0,18.0,14.0,8_6
140,5,4,0.3,6,6,6.0,7.0,6.0,5_4__3
140,4,6,0.208333333,5,4,9.0,9.0,4.0,4_6
140,8,4,0.40625,13,14,14.0,16.0,14.0,8_4__2
140,5,6,0.3,9,6,12.0,12.0,6.0,5_6__2
140,5,4,0.3,6,6,6.0,7.0,6.0,5_4__4
140,9,4,0.388888889,14,17,17.0,18.0,17.0,9_4
140,10,2,0.3,6,18,9.0,9.0,9.0,10_2
140,1,2,0,0,0,0.0,0.0,0.0,1_2
140,7,4,0.285714286,8,12,12.0,14.0,12.0,7_4
140,4,4,0.375,6,4,4.0,5.0,4.0,4_4
140,9,4,0.305555556,11,17,17.0,18.0,17.0,9_4__2
140,3,4,0.166666667,2,2,2.0,4.0,2.0,3_4__2
140,4,6,0.291666667,7,4,9.0,9.0,4.0,4_6__2
140,6,2,0.416666667,5,8,4.0,4.0,4.0,6_2
140,4,4,0.375,6,4,4.0,5.0,4.0,4_4__2
140,2,2,0.25,1,0,0.0,0.0,0.0,2_2__2
140,5,6,0.2,6,6,12.0,12.0,6.0,5_6__3
140,10,2,0.4,8,18,9.0,9.0,9.0,10_2__2
140,1,4,0,0,0,0.0,1.0,0.0,1_4
140,1,6,0,0,0,0.0,0.0,0.0,1_6
140,8,4,0.40625,13,14,14.0,16.0,14.0,8_4__3
140,10,6,0.5,30,18,30.0,30.0,18.0,10_6
140,2,4,0.25,2,0,0.0,2.0,0.0,2_4__2
140,5,4,0.3,6,6,6.0,7.0,6.0,5_4__5
140,2,6,0.083333333,1,0,2.0,0.0,0.0,2_6
140,6,4,0.416666667,10,8,8.0,8.0,8.0,6_4
140,5,4,0.3,6,6,6.0,7.0,6.0,5_4__6
140,4,4,0.3125,5,4,4.0,5.0,4.0,4_4__3
140,7,2,0.428571429,6,12,5.0,5.0,5.0,7_2
140,10,6,0.5,30,18,30.0,30.0,18.0,10_6__2
140,3,2,0.166666667,1,2,0.0,0.0,0.0,3_2
140,6,2,0.416666667,5,8,4.0,4.0,4.0,6_2__2
140,4,6,0.208333333,5,4,9.0,9.0,4.0,4_6__3
140,3,4,0.166666667,2,2,2.0,4.0,2.0,3_4__3
140,8,2,0.375,6,14,7.0,7.0,7.0,8_2
140,6,2,0.333333333,4,8,4.0,4.0,4.0,6_2__3
140,2,4,0,0,0,0.0,2.0,0.0,2_4__3
140,10,6,0.4,24,18,30.0,30.0,18.0,10_6__3
140,4,2,0.25,2,4,1.0,1.0,1.0,4_2
140,5,2,0.3,3,6,3.0,3.0,3.0,5_2__3
140,5,6,0.3,9,6,12.0,12.0,6.0,5_6__4
140,6,4,0.416666667,10,8,8.0,8.0,8.0,6_4__2
140,10,4,0.3,12,18,18.0,20.0,18.0,10_4__2
140,5,4,0.3,6,6,6.0,7.0,6.0,5_4__7
140,3,6,0.222222222,4,2,5.0,4.0,2.0,3_6
140,3,4,0.083333333,1,2,2.0,4.0,2.0,3_4__4
140,4,2,0.125,1,4,1.0,1.0,1.0,4_2__2
140,3,6,0.111111111,2,2,5.0,4.0,2.0,3_6__2
140,5,4,0.3,6,6,6.0,7.0,6.0,5_4__8
140,7,4,0.392857143,11,12,12.0,14.0,12.0,7_4__2
140,4,4,0.3125,5,4,4.0,5.0,4.0,4_4__4
140,9,2,0.5,9,17,8.0,8.0,8.0,9_2
140,7,6,0.30952381,13,12,16.0,16.0,12.0,7_6
140,10,4,0.4,16,18,18.0,20.0,18.0,10_4__3
140,6,6,0.305555556,11,8,15.0,15.0,8.0,6_6
140,2,4,0,0,0,0.0,2.0,0.0,2_4__4
140,6,4,0.291666667,7,8,8.0,8.0,8.0,6_4__3
140,6,4,0.291666667,7,8,8.0,8.0,8.0,6_4__4
140,9,4,0.388888889,14,17,17.0,18.0,17.0,9_4__3
140,10,4,0.4,16,18,18.0,20.0,18.0,10_4__4
140,3,2,0,0,2,0.0,0.0,0.0,3_2__2
140,1,4,0,0,0,0.0,1.0,0.0,1_4__2
140,5,2,0.3,3,6,3.0,3.0,3.0,5_2__4
140,6,6,0.388888889,14,8,15.0,15.0,8.0,6_6__2
141,9,4,0.388888889,14,18,18.0,18.0,9.0,9_4
141,7,2,0.428571429,6,14,8.0,7.0,7.0,7_2
141,3,6,0.277777778,5,6,6.0,6.0,6.0,3_6
141,1,6,0.333333333,2,2,0.0,2.0,2.0,1_6
141,8,6,0.291666667,14,16,23.0,16.0,16.0,8_6
141,4,6,0.291666667,7,8,9.0,8.0,8.0,4_6
141,4,6,0.291666667,7,8,9.0,8.0,8.0,4_6__2
141,2,2,0.25,1,4,0.0,2.0,2.0,2_2
141,9,4,0.388888889,14,18,18.0,18.0,9.0,9_4__2
141,5,4,0.3,6,10,10.0,10.0,5.0,5_4
141,2,2,0.25,1,4,0.0,2.0,2.0,2_2__2
141,5,4,0.3,6,10,10.0,10.0,5.0,5_4__2
141,4,4,0.3125,5,8,8.0,8.0,4.0,4_4
141,5,2,0.2,2,10,2.0,5.0,5.0,5_2
141,5,4,0.3,6,10,10.0,10.0,5.0,5_4__3
141,5,2,0.2,2,10,2.0,5.0,5.0,5_2__2
141,10,4,0.5,20,20,20.0,20.0,10.0,10_4
141,1,2,0,0,2,0.0,1.0,1.0,1_2
141,4,4,0.3125,5,8,8.0,8.0,4.0,4_4__2
141,8,4,0.40625,13,16,16.0,16.0,8.0,8_4
141,6,2,0.333333333,4,12,3.0,6.0,6.0,6_2
141,5,6,0.3,9,10,12.0,10.0,10.0,5_6
141,10,6,0.4,24,20,30.0,20.0,20.0,10_6
141,4,2,0.25,2,8,1.0,4.0,4.0,4_2
141,10,6,0.5,30,20,30.0,20.0,20.0,10_6__2
141,4,2,0.125,1,8,1.0,4.0,4.0,4_2__2
141,2,4,0,0,4,4.0,4.0,2.0,2_4
141,9,4,0.5,18,18,18.0,18.0,9.0,9_4__3
141,5,4,0.4,8,10,10.0,10.0,5.0,5_4__4
141,3,6,0.388888889,7,6,6.0,6.0,6.0,3_6__2
141,2,6,0.166666667,2,4,0.0,4.0,4.0,2_6
141,9,2,0.388888889,7,18,8.0,9.0,9.0,9_2
141,6,2,0.333333333,4,12,3.0,6.0,6.0,6_2__2
141,8,4,0.3125,10,16,16.0,16.0,8.0,8_4__2
141,10,2,0.5,10,20,10.0,10.0,10.0,10_2
141,5,6,0.4,12,10,12.0,10.0,10.0,5_6__2
141,5,2,0.2,2,10,2.0,5.0,5.0,5_2__3
141,3,4,0.166666667,2,6,6.0,6.0,3.0,3_4
141,5,4,0.4,8,10,10.0,10.0,5.0,5_4__5
141,6,4,0.416666667,10,12,12.0,12.0,6.0,6_4
141,10,2,0.5,10,20,10.0,10.0,10.0,10_2__2
141,10,4,0.5,20,20,20.0,20.0,10.0,10_4__2
141,10,6,0.5,30,20,30.0,20.0,20.0,10_6__3
141,10,4,0.5,20,20,20.0,20.0,10.0,10_4__3
141,7,4,0.392857143,11,14,14.0,14.0,7.0,7_4
141,7,6,0.404761905,17,14,20.0,14.0,14.0,7_6
141,5,4,0.3,6,10,10.0,10.0,5.0,5_4__6
141,7,4,0.392857143,11,14,14.0,14.0,7.0,7_4__2
141,3,4,0.166666667,2,6,6.0,6.0,3.0,3_4__2
141,8,4,0.1875,6,16,16.0,16.0,8.0,8_4__3
141,3,4,0.166666667,2,6,6.0,6.0,3.0,3_4__3
141,5,2,0.3,3,10,2.0,5.0,5.0,5_2__4
141,5,4,0.2,4,10,10.0,10.0,5.0,5_4__7
141,6,6,0.388888889,14,12,16.0,12.0,12.0,6_6
141,6,4,0.416666667,10,12,12.0,12.0,6.0,6_4__2
141,6,4,0.416666667,10,12,12.0,12.0,6.0,6_4__3
141,5,6,0.3,9,10,12.0,10.0,10.0,5_6__3
141,8,2,0.375,6,16,9.0,8.0,8.0,8_2
141,4,6,0.291666667,7,8,9.0,8.0,8.0,4_6__3
141,10,4,0.5,20,20,20.0,20.0,10.0,10_4__4
141,3,4,0.166666667,2,6,6.0,6.0,3.0,3_4__4
141,6,2,0.166666667,2,12,3.0,6.0,6.0,6_2__3
141,2,4,0,0,4,4.0,4.0,2.0,2_4__2
141,3,2,0,0,6,0.0,3.0,3.0,3_2
141,5,6,0.4,12,10,12.0,10.0,10.0,5_6__4
141,2,4,0,0,4,4.0,4.0,2.0,2_4__3
141,4,4,0.3125,5,8,8.0,8.0,4.0,4_4__3
141,2,4,0,0,4,4.0,4.0,2.0,2_4__4
141,6,6,0.388888889,14,12,16.0,12.0,12.0,6_6__2
141,1,4,0,0,2,2.0,2.0,1.0,1_4
141,1,4,0,0,2,2.0,2.0,1.0,1_4__2
141,9,6,0.296296296,16,18,22.0,18.0,18.0,9_6
141,6,4,0.416666667,10,12,12.0,12.0,6.0,6_4__4
141,5,4,0.3,6,10,10.0,10.0,5.0,5_4__8
141,4,4,0.3125,5,8,8.0,8.0,4.0,4_4__4
141,3,2,0,0,6,0.0,3.0,3.0,3_2__2
142,3,4,0.583333333,7,5,6.0,6.0,4.0,3_4
142,10,4,0.4,16,18,20.0,20.0,17.0,10_4
142,2,6,0.333333333,4,4,6.0,6.0,5.0,2_6
142,6,2,0.416666667,5,11,8.0,8.0,8.0,6_2
142,7,4,0.5,14,13,14.0,13.0,11.0,7_4
142,2,4,0.25,2,4,4.0,4.0,3.0,2_4
142,7,6,0.30952381,13,13,21.0,21.0,15.0,7_6
142,3,6,0.277777778,5,5,9.0,9.0,7.0,3_6
142,3,6,0.277777778,5,5,9.0,9.0,7.0,3_6__2
142,2,4,0.375,3,4,4.0,4.0,3.0,2_4__2
142,5,4,0.4,8,9,10.0,10.0,8.0,5_4
142,2,2,0.25,1,4,3.0,3.0,2.0,2_2
142,3,2,0.333333333,2,5,4.0,4.0,3.0,3_2
142,6,6,0.388888889,14,11,18.0,18.0,12.0,6_6
142,6,6,0.305555556,11,11,18.0,18.0,12.0,6_6__2
142,8,4,0.40625,13,15,15.0,15.0,12.0,8_4
142,5,6,0.3,9,9,15.0,15.0,11.0,5_6
142,7,2,0.285714286,4,13,11.0,10.0,10.0,7_2
142,9,2,0.611111111,11,17,14.0,14.0,12.0,9_2
142,4,2,0.5,4,7,6.0,6.0,5.0,4_2
142,7,4,0.5,14,13,14.0,13.0,11.0,7_4__2
